Tumor,Año,CIE10,Sexo,CCAA,Medida de Carga,Tasa cruda,Arsenico(As),Benzo(a)pireno(B(a)P),Cadmio(Cd),Niquel(Ni),Particulas(PM2.5),Plomo(Pb),temp_media_anual,temp_max_abs,temp_min_abs,precipitacion_total,dias_lluvia,noches_tropicales,Arroz_euros,Arroz_kg,Azucar_euros,Azucar_kg,Bebidas_espirituosas_euros,Bebidas_espirituosas_kg,Boll.past.gallet.cere_euros,Boll.past.gallet.cere_kg,Cafes_e_infusiones_euros,Cafes_e_infusiones_kg,Carne_euros,Carne_kg,Cervezas_euros,Cervezas_kg,Chocolates/cacaos/suc_euros,Chocolates/cacaos/suc_kg,Derivados_lacteos_euros,Derivados_lacteos_kg,Frutas_frescas_euros,Frutas_frescas_kg,Huevos_euros,Huevos_kg,Leche_líquida_euros,Leche_líquida_kg,Legumbres_euros,Legumbres_kg,Pan_euros,Pan_kg,Pasta_euros,Pasta_kg,Patatas_euros,Patatas_kg,Pesca_euros,Pesca_kg,Platos_preparados_euros,Platos_preparados_kg,Vinos_euros,Vinos_kg,Zumos_euros,Zumos_kg,Total_mu30df,Total_hg30df,Total_hl30df,Total_vehiculos,Laboral_leves,Laboral_graves,Laboral_mortales,Incidencia_accidente_laboral,Leves_enjornada,Graves_enjornada,Mortales_enjornada,Leves_itinere,Graves_itinere,Mortales_itinere,RentaNeta,SituacionLaboral_Activos_miles,SituacionLaboral_Inactivos_miles,SituacionLaboral_Ocupados_miles,SituacionLaboral_Parados_miles,Poblacion,Tasa_de_riesgo_pobreza,En_riesgo_de_pobreza,Carencia_material_y_social_severa,Viviendo_en_hogares_con_baja_intensidad_en_el_trabajo
12,2020,12,1,14,1,67.27,0.13,0.03,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,7.446,4.593,3.766,3.423,8.363,0.726,61.596,12.295,31.0,1.709,309.272,43.865,34.453,25.951,27.825,3.756,136.531,35.89,182.257,107.626,20.425,8.634,48.159,66.974,6.572,3.852,71.124,29.267,7.737,3.988,28.407,31.182,197.15,21.549,72.855,18.6,19.294,6.581,7.348,7.017,39.0,200.0,2589.0,3660.0,0.0,0.0,0.0,2770.9,15590.0,91.0,18.0,1921.0,26.0,7.0,26925.0,5792.5,4052.3,4855.0,937.5,1509077.0,30.2,25.0,9.2,10.5
12,2020,12,1,15,1,68.69,0.24,0.1,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,4.927,3.414,3.935,3.866,6.915,0.476,72.233,14.27,30.772,1.958,420.338,51.357,38.79,22.124,37.28,3.614,134.417,34.989,207.901,119.12,26.612,11.252,61.085,95.048,9.008,4.005,111.127,38.851,7.969,3.182,33.934,30.113,234.947,25.59,61.863,12.381,29.543,9.844,7.109,5.868,20.0,97.0,608.0,932.0,0.0,0.0,0.0,3144.9,8691.0,65.0,12.0,851.0,6.0,0.0,37728.0,2476.3,1858.4,2227.2,249.3,659907.0,12.3,9.9,5.9,7.9
12,2020,12,1,16,1,84.31,0.34,0.08,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,5.672,3.546,3.785,3.211,9.303,0.825,73.981,15.569,31.701,2.118,416.364,50.413,36.061,20.501,39.752,4.727,143.328,38.19,212.653,109.165,28.363,11.089,62.459,83.776,9.8,4.293,93.404,34.714,7.483,3.694,35.298,30.404,291.678,28.797,64.911,14.356,35.082,8.668,8.076,6.581,42.0,406.0,4380.0,6041.0,0.0,0.0,0.0,8296.9,25407.0,128.0,34.0,2982.0,23.0,5.0,37598.0,8114.8,6625.9,7340.4,774.5,2211917.0,13.6,10.0,3.3,7.9
12,2019,12,1,0,1,73.2,0.5,0.18,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,6.117,3.697,3.096,3.381,7.633,0.706,62.335,13.907,26.082,1.77,311.613,45.414,22.388,16.608,27.217,3.703,125.48,35.486,142.518,92.088,19.728,8.493,51.083,73.615,6.847,3.486,78.384,32.157,7.532,3.962,25.757,27.072,194.431,22.658,59.848,14.139,23.252,7.575,8.157,7.705,1755.0,8613.0,130745.0,182744.0,0.0,0.0,0.0,166670.1,557863.0,4332.0,561.0,86624.0,1062.0,160.0,29132.0,184216.8,129937.3,158234.4,25982.3,46918951.0,26.2,20.7,7.7,10.9
12,2019,12,1,1,1,71.49,0.88,0.29,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,5.834,3.432,2.417,2.67,7.863,0.691,49.69,10.778,22.405,1.577,259.536,40.963,25.416,21.626,22.372,3.15,114.848,35.364,115.014,77.793,17.874,7.747,38.578,57.715,5.279,2.873,72.224,31.516,6.104,3.437,26.2,28.342,168.176,20.368,61.899,14.674,18.121,6.787,7.733,7.986,304.0,1348.0,23923.0,32124.0,0.0,0.0,0.0,27258.6,95162.0,980.0,92.0,14832.0,287.0,30.0,23826.0,31667.1,24089.8,24958.0,6709.3,8412222.0,39.3,31.3,12.9,18.4
12,2019,12,1,3,1,102.94,0.5,0.89,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,5.606,3.555,4.153,4.803,7.303,0.741,67.549,14.618,30.908,2.522,314.62,44.167,17.154,11.127,32.36,4.163,150.274,41.644,161.35,102.643,19.924,8.256,61.072,88.976,8.4,3.348,94.011,37.351,6.017,3.315,25.223,28.152,227.174,27.545,45.357,10.487,28.827,10.069,7.095,6.171,31.0,192.0,2528.0,3302.0,0.0,0.0,0.0,3021.6,10804.0,83.0,8.0,1298.0,10.0,2.0,27897.0,3608.4,3509.1,3096.3,512.2,1021469.0,25.0,20.7,5.4,15.2
12,2019,12,1,4,1,57.22,0.94,0.04,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,9.322,5.391,3.514,3.949,9.915,0.913,74.632,15.758,36.528,2.25,311.818,46.932,31.915,23.315,27.65,3.8,150.877,40.547,154.029,95.373,19.409,8.36,47.554,67.258,6.253,3.86,74.819,31.873,12.465,5.923,30.137,30.072,189.833,20.959,78.558,17.338,46.046,14.988,10.892,9.759,49.0,287.0,4126.0,6065.0,0.0,0.0,0.0,4348.8,21777.0,104.0,8.0,3225.0,46.0,4.0,32179.0,5177.3,2861.1,4569.2,608.0,1157928.0,16.5,12.0,3.7,3.0
12,2019,12,1,6,1,90.27,0.29,0.09,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,5.422,3.681,3.146,3.096,9.587,0.744,66.473,15.748,19.401,1.593,307.25,44.955,20.529,11.51,30.243,3.97,134.032,40.931,129.996,85.812,22.858,10.248,55.227,77.442,9.879,4.82,86.018,36.03,7.435,4.208,30.868,33.913,187.312,23.133,53.748,14.013,32.901,9.279,7.04,6.763,18.0,77.0,1255.0,1645.0,0.0,0.0,0.0,2799.6,5973.0,28.0,9.0,823.0,9.0,1.0,29144.0,2174.3,1775.0,1950.7,223.6,581989.0,19.8,17.3,2.1,8.0
12,2019,12,1,7,1,94.26,0.2,0.14,0.18,1.67,7.33,0.01,12.0,38.17,-7.06,450.78,98.0,1.38,5.126,3.234,3.046,3.637,8.377,0.745,62.515,14.855,21.117,1.789,375.004,54.302,18.64,13.651,26.405,3.917,111.025,32.105,150.35,104.713,20.247,9.183,66.311,98.237,6.12,3.054,89.224,38.343,6.316,3.611,20.851,23.198,228.04,27.647,52.0,13.071,17.363,6.572,6.228,6.227,136.0,515.0,4690.0,5820.0,0.0,0.0,0.0,27530.1,26413.0,224.0,50.0,2482.0,28.0,0.0,27679.0,8969.9,7389.4,7926.4,1043.5,2405568.0,16.8,12.9,2.5,6.8
12,2019,12,1,8,1,72.61,0.33,0.06,0.03,0.75,5.16,0.0,15.0,39.6,-4.5,421.38,78.8,16.6,5.15,3.293,2.726,3.319,6.305,0.548,59.072,14.111,18.982,1.331,309.577,48.82,24.757,20.489,21.534,3.446,98.392,31.092,115.867,81.888,14.879,7.3,52.591,77.299,5.327,3.101,69.655,30.274,5.781,3.745,23.541,25.534,173.916,21.384,59.503,14.732,10.761,5.144,6.803,7.034,93.0,318.0,3172.0,4068.0,0.0,0.0,0.0,18601.7,24999.0,212.0,30.0,1845.0,23.0,6.0,24853.0,7877.2,5592.8,6600.4,1276.5,2036777.0,31.0,26.2,10.2,11.5
12,2019,12,1,9,1,70.68,0.86,0.21,0.25,3.36,13.05,0.01,15.58,40.37,-5.23,400.53,70.0,20.33,8.047,4.307,2.923,2.871,9.906,0.877,69.144,13.77,38.191,1.828,357.245,47.706,26.401,17.374,26.997,3.327,144.597,36.945,159.085,98.092,20.87,8.617,43.055,60.697,8.306,4.198,77.468,29.228,12.524,5.762,30.155,29.973,225.345,23.65,91.073,20.578,32.893,10.67,10.711,9.063,304.0,1639.0,33043.0,47454.0,0.0,0.0,0.0,12853.4,98189.0,553.0,78.0,20228.0,217.0,39.0,33321.0,30936.9,19321.1,27525.4,3411.6,7624625.0,18.8,13.9,6.5,8.3
12,2019,12,1,10,1,72.6,0.35,0.1,0.1,1.83,11.54,0.01,17.53,40.47,-1.6,478.17,50.33,49.67,7.765,5.048,2.736,2.963,7.426,0.783,60.596,13.47,29.201,1.627,299.238,46.046,24.802,21.1,22.201,3.21,125.587,33.452,129.697,86.422,19.419,8.591,43.002,62.648,5.992,3.387,78.226,30.817,8.164,4.514,26.487,27.387,181.068,21.374,64.397,15.053,19.107,6.29,8.831,8.138,177.0,903.0,9879.0,14242.0,0.0,0.0,0.0,8783.4,52449.0,442.0,63.0,7949.0,113.0,22.0,26176.0,19441.5,13955.6,16698.1,2743.4,4989308.0,28.2,23.7,7.9,9.7
12,2019,12,1,11,1,99.15,0.32,0.04,0.04,0.67,6.19,0.0,17.25,39.95,-2.95,327.2,70.5,13.0,4.845,3.044,2.43,2.907,6.236,0.563,46.212,11.617,16.172,1.508,247.909,39.708,20.964,18.172,21.497,3.344,108.401,34.438,120.911,83.583,16.288,7.091,50.362,76.459,5.86,3.178,62.011,27.704,4.893,3.191,23.595,25.286,151.449,19.04,50.734,12.868,12.587,4.756,5.824,6.336,50.0,169.0,1804.0,2192.0,0.0,0.0,0.0,6171.9,10999.0,216.0,13.0,856.0,31.0,1.0,21611.0,3983.3,3175.4,3125.5,857.8,1067925.0,36.9,31.5,6.7,11.9
12,2019,12,1,12,1,89.12,1.7,0.31,1.29,7.81,10.96,0.06,12.92,34.22,-3.45,1530.02,154.0,0.0,5.327,3.292,3.847,4.673,7.87,0.778,71.543,15.593,26.256,2.054,327.813,49.131,18.145,11.731,34.845,4.648,129.998,36.464,169.969,104.736,25.157,8.959,58.888,85.285,6.057,2.816,99.903,39.956,9.177,4.68,30.354,32.391,230.389,28.642,41.947,8.844,28.378,9.966,7.797,6.942,127.0,634.0,5864.0,7646.0,0.0,0.0,0.0,12617.1,31061.0,495.0,57.0,3349.0,62.0,9.0,27541.0,9928.5,8754.0,8761.3,1167.0,2700210.0,24.2,20.0,5.4,11.9
12,2019,12,1,13,1,59.55,0.32,0.09,0.06,1.03,9.87,0.0,15.67,41.2,-5.7,336.2,62.0,22.0,6.463,3.711,2.6,2.549,6.499,0.554,63.745,13.967,25.441,1.697,325.637,44.84,28.184,19.64,22.909,3.025,117.878,32.015,143.33,92.873,18.092,7.941,50.016,72.768,5.775,3.031,61.26,25.777,7.357,3.719,23.494,25.474,201.513,22.675,70.685,16.579,22.664,7.014,8.534,7.623,159.0,864.0,20268.0,30112.0,0.0,0.0,0.0,2437.1,76476.0,336.0,46.0,16756.0,108.0,24.0,35587.0,27737.2,16406.7,24791.6,2945.8,6618078.0,20.2,15.0,7.7,6.5
12,2019,12,1,14,1,60.43,0.15,0.03,0.13,1.58,11.66,0.02,18.82,37.5,-0.8,521.9,34.0,85.0,6.701,4.434,2.756,2.982,6.159,0.59,59.98,12.765,28.893,1.473,260.195,39.957,26.538,22.07,24.933,3.606,120.509,34.509,120.096,79.909,17.373,8.001,41.939,59.649,5.767,3.285,66.607,28.699,7.145,3.961,23.51,24.358,174.013,19.213,62.365,14.249,16.162,5.218,9.658,10.561,54.0,259.0,3530.0,4831.0,0.0,0.0,0.0,3073.3,17446.0,88.0,20.0,2390.0,23.0,5.0,24448.0,5755.3,3979.0,4910.0,844.9,1491312.0,33.4,27.7,9.3,8.4
12,2019,12,1,16,1,88.56,0.38,0.08,0.48,3.86,10.96,0.02,14.36,40.07,-4.03,1388.93,160.0,7.0,6.264,3.321,3.161,2.938,7.906,0.698,69.208,15.168,30.16,1.945,356.722,46.718,18.906,12.952,35.391,4.618,130.339,37.474,176.288,106.543,24.295,10.147,59.575,82.774,8.73,3.858,94.205,36.856,7.278,3.569,27.622,28.142,243.642,26.198,62.994,13.259,31.866,8.344,8.982,7.841,65.0,429.0,5805.0,8137.0,0.0,0.0,0.0,9899.9,30900.0,141.0,18.0,3777.0,36.0,4.0,36399.0,8243.4,6429.8,7489.0,754.3,2197306.0,15.0,10.0,4.0,10.0
12,2018,12,1,0,1,74.89,0.47,0.18,0.28,2.84,9.86,0.02,16.08,37.17,-1.55,698.35,106.78,33.79,6.009,3.715,3.159,3.551,7.404,0.695,62.134,13.918,25.149,1.735,305.393,45.735,20.96,16.447,26.55,3.747,124.709,35.685,141.933,91.691,19.575,8.537,50.714,73.248,6.34,3.265,78.165,32.647,7.291,3.894,23.513,27.447,191.882,23.055,58.036,13.763,22.176,7.558,8.648,8.126,1806.0,8935.0,129674.0,180281.0,0.0,0.0,0.0,188244.9,528412.0,3991.0,574.0,83315.0,1041.0,155.0,28417.0,182454.5,128639.4,154621.7,27833.0,46645070.0,27.3,21.5,8.7,10.8
12,2018,12,1,1,1,70.97,0.51,0.1,0.26,2.04,14.67,0.01,17.45,41.61,-1.11,669.94,89.88,40.38,5.82,3.503,2.519,2.867,8.532,0.783,50.471,10.924,22.631,1.592,263.826,42.62,25.359,22.462,22.905,3.3,116.047,36.095,113.142,77.088,17.963,7.809,39.111,57.688,5.269,2.808,72.004,32.3,6.203,3.475,23.958,28.538,168.216,21.0,62.109,14.576,18.618,6.955,8.877,8.741,274.0,1284.0,22916.0,30144.0,0.0,0.0,0.0,30719.6,89020.0,922.0,88.0,13822.0,303.0,18.0,24091.0,31483.3,23864.9,24246.2,7237.2,8396464.0,41.7,32.0,16.4,19.0
12,2018,12,1,3,1,117.44,0.5,0.79,0.32,7.09,10.21,0.01,14.16,29.7,-2.2,1171.7,167.0,0.0,5.635,3.554,4.038,4.929,6.711,0.679,71.022,15.559,28.141,2.213,292.175,42.592,17.035,11.083,32.817,4.322,147.53,42.311,156.666,96.819,20.322,8.618,61.801,89.352,8.267,3.352,91.79,38.148,6.107,3.38,24.792,29.649,217.515,26.8,47.024,10.998,30.218,10.746,7.802,6.597,43.0,204.0,2669.0,3505.0,0.0,0.0,0.0,3444.5,10261.0,105.0,15.0,1279.0,10.0,5.0,27069.0,3629.3,3518.5,3135.1,494.0,1027091.0,21.8,14.0,8.4,14.2
12,2018,12,1,4,1,62.58,0.79,0.06,0.48,3.99,7.25,0.16,18.15,37.0,1.6,517.6,84.0,86.0,8.532,4.962,3.869,4.524,9.608,0.803,74.399,16.05,34.787,2.021,302.615,46.376,27.273,20.473,27.288,3.801,147.517,39.609,150.905,91.489,20.198,8.839,48.285,68.572,5.555,3.369,71.073,30.609,11.513,5.463,28.814,32.751,167.933,18.862,64.534,14.648,40.297,11.952,10.903,10.191,53.0,310.0,4332.0,6429.0,0.0,0.0,0.0,4996.3,20654.0,99.0,3.0,3139.0,42.0,3.0,34007.0,5064.7,2796.9,4481.2,583.3,1141233.0,17.3,15.4,2.9,4.0
12,2018,12,1,5,1,61.33,0.14,0.08,0.14,2.81,8.07,0.0,21.09,34.8,9.2,136.45,37.0,88.5,5.637,4.062,4.345,3.977,6.725,0.695,57.903,13.446,23.958,2.162,236.634,37.647,16.79,14.626,27.921,4.264,145.622,40.851,133.158,81.607,19.387,7.664,43.577,64.099,4.858,2.825,63.387,27.963,7.999,3.817,27.005,27.352,126.782,15.8,51.02,11.79,24.747,7.299,11.66,12.578,68.0,401.0,4559.0,6232.0,0.0,0.0,0.0,7036.2,24243.0,221.0,19.0,3173.0,38.0,4.0,23048.0,8980.1,5886.5,7177.6,1802.6,2131581.0,39.2,32.1,15.6,16.4
12,2018,12,1,6,1,92.47,0.24,0.15,0.12,1.18,9.87,0.01,15.09,35.4,-1.5,1361.1,161.0,12.0,5.968,4.072,2.548,2.826,6.268,0.556,63.521,14.882,20.683,1.71,310.058,45.382,16.894,11.959,28.944,3.88,142.978,42.076,140.731,91.264,23.328,10.454,51.045,73.72,8.55,4.413,72.648,31.657,5.989,3.701,23.567,29.601,204.517,25.593,52.54,14.164,25.831,8.047,7.083,6.436,23.0,62.0,909.0,1136.0,0.0,0.0,0.0,3078.6,5492.0,34.0,9.0,830.0,5.0,4.0,26888.0,2158.2,1779.0,1928.0,230.4,581533.0,24.4,19.9,5.0,11.2
12,2018,12,1,8,1,78.91,0.25,0.13,0.19,0.44,10.03,0.0,14.45,39.56,-5.2,579.46,112.2,16.6,5.267,3.308,2.621,3.2,6.035,0.553,58.961,14.338,18.301,1.281,312.366,50.404,23.539,20.68,21.166,3.43,97.704,31.132,118.493,85.217,15.671,7.665,52.952,78.321,5.566,3.15,73.381,32.542,5.609,3.698,21.203,25.927,180.132,22.807,57.737,14.057,11.754,5.988,7.804,7.455,100.0,339.0,3310.0,4014.0,0.0,0.0,0.0,20660.9,22971.0,172.0,24.0,1788.0,30.0,8.0,24401.0,7868.6,5521.4,6439.7,1429.0,2034409.0,33.4,29.9,8.7,12.4
12,2018,12,1,9,1,73.56,0.8,0.2,0.25,3.41,12.93,0.01,15.8,38.77,-5.47,770.8,100.67,26.33,8.226,4.404,2.949,2.932,9.939,0.932,70.137,13.788,36.32,1.782,358.476,49.374,25.493,17.732,27.039,3.438,141.722,36.767,160.022,98.768,21.116,8.943,44.734,63.213,7.978,3.912,80.113,30.087,12.202,5.688,28.555,31.488,222.837,24.126,85.83,19.616,33.639,11.588,11.012,9.505,326.0,1694.0,33732.0,48354.0,0.0,0.0,0.0,14823.8,94631.0,507.0,70.0,19697.0,211.0,27.0,32763.0,30388.9,19204.9,26897.6,3491.5,7539364.0,18.9,13.6,6.7,5.8
12,2018,12,1,10,1,74.02,0.37,0.08,0.08,2.0,9.21,0.01,17.56,37.33,-1.37,555.7,78.33,58.0,7.605,5.319,3.079,3.317,8.265,0.826,61.301,13.657,28.986,1.638,311.465,48.511,23.897,21.134,22.208,3.315,130.287,35.209,126.101,85.386,19.286,8.926,44.54,65.103,5.721,3.205,79.859,31.429,8.576,4.648,23.928,27.678,183.802,22.263,62.715,15.19,18.756,6.55,10.063,9.128,183.0,783.0,10177.0,14453.0,0.0,0.0,0.0,9765.7,48450.0,358.0,68.0,7375.0,99.0,24.0,25207.0,19361.1,13709.5,16342.8,3018.4,4958584.0,30.7,26.0,5.9,10.2
12,2018,12,1,11,1,98.33,0.31,0.01,0.05,0.9,7.56,0.0,16.58,43.75,-2.7,580.55,112.5,19.0,4.445,2.805,2.485,3.101,6.126,0.559,46.327,11.636,14.695,1.453,226.065,37.115,19.003,17.602,20.154,3.274,103.522,33.372,116.446,82.778,17.204,7.505,50.692,77.538,5.19,2.758,69.514,30.473,4.755,3.152,19.531,23.606,150.554,19.415,47.75,12.582,11.335,5.409,5.839,6.08,51.0,187.0,1881.0,2291.0,0.0,0.0,0.0,7450.3,10759.0,191.0,15.0,767.0,34.0,2.0,21006.0,3969.8,3207.5,3031.2,938.4,1072721.0,43.7,37.6,8.8,15.1
12,2018,12,1,12,1,92.62,1.81,0.52,1.4,8.3,10.78,0.06,12.99,36.55,-2.78,1367.3,162.75,2.0,5.086,3.323,4.001,4.905,6.168,0.606,70.452,15.516,26.16,2.081,323.488,49.856,17.467,11.229,34.537,4.874,127.709,36.211,173.599,108.467,23.705,8.517,61.38,88.906,6.045,2.841,102.085,41.366,8.46,4.689,28.882,34.221,233.758,29.611,35.573,7.88,26.491,9.607,7.746,7.059,144.0,622.0,5645.0,7359.0,0.0,0.0,0.0,14076.6,28522.0,443.0,55.0,3096.0,59.0,6.0,27658.0,9947.7,8724.3,8621.0,1326.9,2703048.0,24.1,18.8,6.1,11.0
12,2018,12,1,13,1,60.65,0.45,0.14,0.12,2.0,10.35,0.0,15.03,40.5,-5.5,566.9,106.0,14.0,6.169,3.628,2.608,2.723,6.363,0.585,64.692,14.3,24.754,1.747,323.289,45.507,25.942,18.841,22.868,3.211,117.691,32.815,143.315,92.24,17.72,7.907,50.099,72.509,5.895,3.023,60.814,26.184,7.19,3.782,21.418,25.932,206.754,23.514,68.332,16.113,22.416,6.953,8.942,8.117,114.0,1185.0,20100.0,30054.0,0.0,0.0,0.0,2784.2,76192.0,303.0,65.0,16651.0,108.0,13.0,33055.0,27257.6,16081.4,23927.2,3330.4,6529923.0,20.9,16.1,8.3,6.7
12,2018,12,1,14,1,64.32,0.14,0.02,0.13,1.46,10.76,0.0,18.74,36.6,1.0,257.4,59.0,88.0,6.553,4.544,3.099,3.313,6.095,0.571,60.274,13.205,28.587,1.581,268.786,42.324,27.361,25.096,25.598,3.86,126.35,35.734,133.792,85.951,18.422,8.644,43.826,62.598,5.694,3.271,67.651,29.64,6.744,3.925,22.928,27.069,179.438,21.115,64.984,14.764,16.469,6.134,9.213,9.746,66.0,285.0,3171.0,4503.0,0.0,0.0,0.0,3514.4,16624.0,91.0,23.0,2211.0,24.0,8.0,24801.0,5692.0,3904.4,4738.2,953.8,1478718.0,33.2,28.6,9.8,10.0
12,2018,12,1,16,1,85.79,0.42,0.11,0.5,4.22,8.87,0.02,14.53,36.73,-4.7,1355.33,174.0,10.33,6.392,3.642,3.043,3.225,7.823,0.774,70.804,15.599,26.296,1.829,358.52,47.809,20.655,14.667,33.971,4.47,131.447,38.648,178.437,109.078,23.564,9.879,57.063,78.393,8.754,3.891,96.839,39.171,7.602,3.839,26.028,29.609,250.226,28.42,62.529,13.251,30.16,8.537,10.147,9.497,49.0,428.0,5723.0,8040.0,0.0,0.0,0.0,10158.6,26528.0,130.0,35.0,3249.0,26.0,2.0,35049.0,8206.9,6376.7,7388.4,818.4,2187254.0,12.2,8.6,4.3,7.2
12,2016,12,1,0,1,77.08,0.45,0.15,0.22,2.37,9.7,0.02,16.09,38.37,-1.02,617.06,94.53,33.9,5.308,3.618,3.17,3.73,8.355,0.765,61.836,13.989,24.093,1.733,308.602,48.341,19.517,16.193,25.329,3.742,122.206,35.179,136.619,96.184,18.342,8.471,51.605,73.273,5.329,3.027,83.385,34.5,6.866,3.709,23.63,28.418,192.519,24.472,48.846,12.264,21.481,7.728,9.112,9.248,1810.0,9755.0,130635.0,179295.0,484912.0,3657.0,496.0,184141.2,0.0,0.0,0.0,0.0,0.0,0.0,26730.0,182581.6,125670.3,146732.5,35849.5,46418884.0,28.8,22.3,8.5,14.9
12,2016,12,1,1,1,68.79,0.74,0.1,0.3,3.55,12.96,0.01,18.27,42.45,-0.42,557.02,75.12,48.12,5.386,3.467,2.798,3.26,8.399,0.759,52.007,11.32,21.115,1.618,257.92,44.041,24.178,22.301,21.538,3.31,115.439,36.321,111.877,83.254,16.514,7.674,42.781,61.931,4.331,2.583,77.226,34.057,5.852,3.427,23.906,29.324,163.069,21.855,52.796,12.838,18.14,7.471,9.387,10.351,303.0,1453.0,21535.0,27633.0,80516.0,816.0,81.0,30133.7,0.0,0.0,0.0,0.0,0.0,0.0,21966.0,31875.7,23252.6,22667.0,9208.8,8392046.0,43.1,35.4,12.5,23.9
12,2016,12,1,2,1,97.15,0.34,0.11,0.08,1.25,9.38,0.0,14.26,39.33,-4.93,428.63,86.67,12.67,4.906,3.253,2.918,3.459,8.963,0.774,61.588,13.548,27.348,1.637,366.1,57.075,16.935,12.653,25.804,3.617,116.038,32.351,140.773,102.719,21.396,10.051,54.221,76.824,5.602,3.509,77.884,31.285,7.271,3.746,25.552,32.454,206.793,26.386,54.139,13.379,21.678,7.09,9.58,8.663,73.0,374.0,2617.0,3528.0,13612.0,77.0,18.0,10007.3,0.0,0.0,0.0,0.0,0.0,0.0,28019.0,5197.7,3561.6,4431.4,766.2,1318042.0,18.7,15.7,2.1,8.0
12,2016,12,1,3,1,114.72,0.41,0.35,0.28,1.59,8.17,0.0,14.22,31.3,1.2,1262.0,165.0,0.0,5.475,3.889,4.134,5.039,8.261,0.851,72.66,16.485,29.073,2.402,335.128,52.302,13.772,9.675,32.792,4.619,157.978,44.2,167.883,115.662,22.373,9.964,62.932,91.489,9.672,4.182,101.342,43.692,6.161,3.602,30.752,38.54,233.988,30.859,46.206,11.86,25.205,8.879,7.253,7.097,35.0,232.0,2924.0,3746.0,10259.0,66.0,7.0,3554.8,0.0,0.0,0.0,0.0,0.0,0.0,27020.0,3749.2,3505.4,3088.6,660.7,1040407.0,19.2,13.4,6.4,14.3
12,2016,12,1,4,1,62.31,0.67,0.04,0.08,1.98,8.69,0.0,18.47,38.4,1.3,424.3,67.0,73.0,5.965,4.318,3.023,3.595,8.177,0.672,65.161,14.252,28.363,1.655,253.356,41.224,22.654,18.105,22.441,3.264,127.249,34.705,135.257,88.445,16.621,7.708,38.641,53.635,3.933,2.696,61.183,26.918,8.679,4.397,23.65,27.461,143.118,17.651,45.852,11.676,36.273,10.997,10.333,9.882,60.0,344.0,4932.0,7139.0,18383.0,92.0,5.0,4884.0,0.0,0.0,0.0,0.0,0.0,0.0,30859.0,4929.6,2629.4,4244.8,685.0,1117353.0,21.5,15.5,9.7,6.4
12,2016,12,1,6,1,101.78,0.27,0.18,0.29,1.87,9.0,0.01,14.97,36.1,-0.8,1100.5,149.0,0.0,4.638,3.595,2.84,3.021,7.533,0.769,59.408,13.733,19.481,1.598,311.575,45.09,13.394,10.365,26.043,3.772,119.096,35.736,131.427,94.878,21.984,10.12,49.675,70.39,6.767,3.594,80.406,33.679,6.094,3.492,22.152,27.541,202.821,25.895,43.157,11.749,19.285,6.901,6.915,7.019,21.0,67.0,1001.0,1252.0,5074.0,54.0,5.0,3017.9,0.0,0.0,0.0,0.0,0.0,0.0,25787.0,2208.3,1726.4,1879.5,329.2,582494.0,25.2,15.3,6.0,15.5
12,2016,12,1,8,1,80.34,0.18,0.16,0.01,0.7,4.8,0.0,14.59,39.14,-5.2,418.4,77.8,20.2,4.668,3.383,2.626,3.245,5.857,0.535,60.105,14.412,16.698,1.252,302.311,51.224,22.761,21.099,21.727,3.834,100.771,31.802,109.271,86.838,16.72,8.227,59.438,86.094,4.459,2.807,87.352,37.72,5.578,3.602,19.944,25.445,178.1,24.198,49.907,12.625,10.824,5.742,8.33,9.459,118.0,425.0,3673.0,4542.0,21709.0,154.0,28.0,20786.5,0.0,0.0,0.0,0.0,0.0,0.0,22473.0,7868.7,5584.1,6015.7,1852.7,2049336.0,37.7,31.7,10.7,19.1
12,2016,12,1,9,1,76.09,0.86,0.2,0.27,3.49,12.99,0.01,14.57,35.13,-5.53,340.2,57.5,1.5,6.928,4.055,2.967,3.206,10.734,0.999,66.222,12.851,31.89,1.615,335.096,47.604,21.939,15.627,25.392,3.266,132.109,33.83,148.65,99.457,17.694,7.914,42.709,58.395,6.982,3.649,79.586,29.764,11.174,5.215,27.222,30.605,214.867,24.444,72.498,16.876,31.894,12.028,9.907,9.089,282.0,1800.0,34199.0,48248.0,88407.0,532.0,70.0,14609.8,0.0,0.0,0.0,0.0,0.0,0.0,31339.0,30220.0,18515.6,25470.9,4749.0,7440692.0,19.5,13.2,7.8,7.6
